record_id,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_dataset
CL023162,AI08162,Data Engineer,81776,SGD,MI,CT,Singapore,S,Singapore,50,"R, PyTorch, Spark, Statistics",PhD,3,Consulting,2024-02-11,2024-04-17,820,5.6,Machine Intelligence Group,dataset_2
CL023163,AI08163,Head of AI,81570,USD,EN,PT,Finland,L,Finland,50,"Linux, Data Visualization, Hadoop, Azure, Tableau",Bachelor,0,Energy,2024-05-11,2024-06-12,507,7.4,Smart Analytics,dataset_2
CL023164,AI08164,Autonomous Systems Engineer,93162,EUR,MI,CT,Germany,S,Germany,100,"Data Visualization, Git, Python, Scala, Computer Vision",Master,4,Energy,2024-02-23,2024-04-27,535,7.2,Predictive Systems,dataset_2
CL023165,AI08165,Machine Learning Researcher,227631,AUD,EX,FT,Australia,S,Argentina,100,"SQL, GCP, Git",PhD,19,Gaming,2024-07-21,2024-09-26,640,6.2,AI Innovations,dataset_2
CL023166,AI08166,AI Architect,131380,USD,SE,FL,Sweden,L,Poland,100,"SQL, Deep Learning, Scala, Computer Vision, PyTorch",Bachelor,5,Telecommunications,2025-02-25,2025-05-01,2251,6.9,Algorithmic Solutions,dataset_2
CL023167,AI08167,Data Analyst,33242,USD,EN,FT,China,L,Estonia,0,"Kubernetes, SQL, Tableau",Associate,0,Healthcare,2024-08-07,2024-08-24,552,8.7,Cloud AI Solutions,dataset_2
CL023168,AI08168,Data Scientist,336599,USD,EX,FT,Denmark,L,Denmark,50,"PyTorch, Linux, Statistics, GCP, Python",Bachelor,14,Retail,2024-11-14,2025-01-14,1602,7.0,Smart Analytics,dataset_2
CL023169,AI08169,AI Software Engineer,132545,SGD,MI,FT,Singapore,L,United Kingdom,0,"AWS, Kubernetes, NLP, Azure",Bachelor,4,Consulting,2025-02-03,2025-02-21,2499,5.5,Smart Analytics,dataset_2
CL023170,AI08170,AI Specialist,300635,USD,EX,CT,United States,L,United States,100,"PyTorch, Python, Computer Vision, Scala",Associate,10,Energy,2024-06-18,2024-07-24,1527,7.8,Quantum Computing Inc,dataset_2
CL023171,AI08171,AI Specialist,94953,USD,MI,FT,Sweden,S,Sweden,0,"PyTorch, Data Visualization, Scala, Linux, TensorFlow",Bachelor,2,Healthcare,2024-01-04,2024-02-03,999,7.1,Machine Intelligence Group,dataset_2
CL023172,AI08172,AI Architect,178775,AUD,EX,FT,Australia,S,Denmark,0,"Java, Tableau, R, Statistics, GCP",Associate,11,Retail,2024-08-21,2024-10-13,1289,5.0,Machine Intelligence Group,dataset_2
CL023173,AI08173,Data Analyst,74369,CAD,MI,FT,Canada,S,Canada,100,"Statistics, Data Visualization, GCP, Hadoop",Associate,3,Real Estate,2024-11-10,2024-11-27,1659,7.9,Digital Transformation LLC,dataset_2
CL023174,AI08174,Computer Vision Engineer,75798,USD,EN,FL,Norway,M,Norway,0,"Statistics, R, Mathematics",Associate,1,Media,2024-04-28,2024-05-25,1617,6.8,DeepTech Ventures,dataset_2
CL023175,AI08175,Autonomous Systems Engineer,186114,EUR,EX,FL,Austria,L,Austria,100,"NLP, SQL, Data Visualization, Azure",Associate,19,Consulting,2024-12-15,2025-02-19,762,9.2,Cognitive Computing,dataset_2
CL023176,AI08176,AI Product Manager,95648,USD,MI,CT,Ireland,M,Austria,50,"Linux, Python, Java, Spark",Bachelor,4,Energy,2024-10-04,2024-11-29,1137,6.4,Digital Transformation LLC,dataset_2
CL023177,AI08177,AI Research Scientist,359202,CHF,EX,CT,Switzerland,M,Switzerland,0,"Python, MLOps, Computer Vision",Associate,13,Finance,2025-01-26,2025-03-29,1430,7.7,DataVision Ltd,dataset_2
CL023178,AI08178,Head of AI,76073,GBP,MI,FL,United Kingdom,S,United Kingdom,50,"Python, Git, TensorFlow, MLOps",Master,2,Technology,2024-09-17,2024-11-11,1703,7.3,Advanced Robotics,dataset_2
CL023179,AI08179,NLP Engineer,49705,USD,EN,FT,Finland,M,Indonesia,50,"Spark, Tableau, Azure, GCP",Bachelor,0,Telecommunications,2024-07-25,2024-08-30,1697,5.1,DataVision Ltd,dataset_2
CL023180,AI08180,AI Consultant,98961,EUR,MI,FL,Netherlands,S,Ireland,100,"R, PyTorch, Docker, Linux",Master,4,Technology,2025-01-16,2025-02-18,1231,6.1,Cloud AI Solutions,dataset_2
CL023181,AI08181,Data Scientist,73832,USD,EN,FL,United States,M,United States,0,"NLP, Spark, Deep Learning, MLOps",PhD,0,Healthcare,2025-04-28,2025-06-20,1551,5.2,Cloud AI Solutions,dataset_2
CL023182,AI08182,NLP Engineer,209012,USD,EX,FL,Sweden,M,Sweden,0,"Python, Kubernetes, Spark",Bachelor,16,Government,2024-10-04,2024-11-26,2115,7.8,DataVision Ltd,dataset_2
CL023183,AI08183,AI Research Scientist,114933,JPY,MI,CT,Japan,M,Russia,0,"Kubernetes, Git, SQL",Associate,3,Automotive,2024-03-18,2024-05-29,608,6.3,Digital Transformation LLC,dataset_2
CL023184,AI08184,Data Analyst,127420,CHF,MI,FL,Switzerland,M,Switzerland,0,"Docker, Python, TensorFlow",PhD,3,Consulting,2024-04-30,2024-05-27,987,9.7,Smart Analytics,dataset_2
CL023185,AI08185,Machine Learning Engineer,144510,EUR,SE,PT,France,L,France,50,"Computer Vision, Hadoop, Mathematics",Master,5,Retail,2025-02-05,2025-02-24,2346,8.4,Digital Transformation LLC,dataset_2
CL023186,AI08186,Autonomous Systems Engineer,99445,AUD,SE,FT,Australia,S,Australia,50,"MLOps, Tableau, SQL, Data Visualization, R",PhD,9,Consulting,2024-08-30,2024-09-21,1691,8.9,Autonomous Tech,dataset_2
CL023187,AI08187,AI Research Scientist,101862,EUR,MI,FT,Netherlands,L,Netherlands,50,"Deep Learning, PyTorch, TensorFlow, GCP",Bachelor,4,Automotive,2024-09-04,2024-10-04,2009,7.1,Future Systems,dataset_2
CL023188,AI08188,Computer Vision Engineer,54758,USD,EN,CT,Israel,S,Ghana,0,"TensorFlow, SQL, MLOps, GCP",Bachelor,0,Transportation,2024-12-08,2025-02-18,1157,8.2,Neural Networks Co,dataset_2
CL023189,AI08189,Robotics Engineer,93957,EUR,MI,PT,Netherlands,S,Mexico,50,"GCP, SQL, Azure",PhD,4,Energy,2024-11-03,2025-01-03,569,6.7,Quantum Computing Inc,dataset_2
CL023190,AI08190,Machine Learning Researcher,184257,EUR,EX,PT,Austria,L,Austria,0,"SQL, Docker, Data Visualization",Associate,17,Telecommunications,2025-02-08,2025-04-17,1806,6.3,Cognitive Computing,dataset_2
CL023191,AI08191,Head of AI,65196,EUR,MI,PT,France,S,France,50,"SQL, TensorFlow, Data Visualization, Linux",PhD,2,Government,2024-09-16,2024-10-20,909,8.6,Future Systems,dataset_2
CL023192,AI08192,Data Analyst,121164,USD,EX,FL,South Korea,S,South Korea,50,"GCP, Git, Deep Learning, Docker",Bachelor,12,Education,2024-05-09,2024-06-11,1313,5.9,Machine Intelligence Group,dataset_2
CL023193,AI08193,Machine Learning Engineer,93873,AUD,SE,PT,Australia,S,Australia,50,"Mathematics, Data Visualization, Tableau, Linux, Hadoop",Bachelor,7,Retail,2024-06-04,2024-06-27,1816,9.2,Digital Transformation LLC,dataset_2
CL023194,AI08194,Computer Vision Engineer,148307,USD,MI,FL,Denmark,L,Denmark,50,"Java, Computer Vision, Python, Tableau, Data Visualization",PhD,3,Healthcare,2024-10-08,2024-11-09,2328,6.2,AI Innovations,dataset_2
CL023195,AI08195,AI Specialist,145377,GBP,EX,PT,United Kingdom,S,United Kingdom,100,"Git, Deep Learning, Data Visualization",PhD,10,Technology,2024-03-08,2024-05-14,1526,9.6,DataVision Ltd,dataset_2
CL023196,AI08196,Autonomous Systems Engineer,42525,USD,EN,PT,South Korea,M,Estonia,50,"SQL, Deep Learning, Java, Python",Associate,1,Finance,2024-10-26,2024-11-25,862,9.3,Cognitive Computing,dataset_2
CL023197,AI08197,AI Software Engineer,282434,USD,EX,CT,Denmark,S,Denmark,100,"Azure, Java, MLOps, SQL, R",PhD,18,Telecommunications,2024-06-07,2024-06-26,1490,8.2,DeepTech Ventures,dataset_2
CL023198,AI08198,AI Research Scientist,209133,USD,EX,FT,Norway,L,Germany,50,"Scala, Git, Computer Vision, Spark",Associate,15,Energy,2024-01-01,2024-01-26,2279,8.1,Cognitive Computing,dataset_2
CL023199,AI08199,Principal Data Scientist,250333,GBP,EX,FT,United Kingdom,L,United Kingdom,0,"Linux, Statistics, PyTorch, Mathematics, Tableau",Bachelor,18,Healthcare,2024-01-23,2024-03-22,1827,8.0,Predictive Systems,dataset_2
CL023200,AI08200,Research Scientist,174979,USD,EX,FL,Norway,S,Indonesia,100,"Deep Learning, AWS, Computer Vision, Scala",Bachelor,18,Technology,2024-03-16,2024-03-30,2275,7.5,Smart Analytics,dataset_2
CL023201,AI08201,Data Scientist,101837,USD,SE,CT,Sweden,S,Sweden,100,"Azure, Scala, PyTorch",Bachelor,6,Government,2024-10-03,2024-10-20,600,6.6,Quantum Computing Inc,dataset_2
CL023202,AI08202,Machine Learning Researcher,109223,USD,SE,FT,Finland,M,Estonia,100,"TensorFlow, Azure, Mathematics, Kubernetes, AWS",Bachelor,5,Gaming,2024-07-28,2024-08-16,1615,8.2,Algorithmic Solutions,dataset_2
CL023203,AI08203,Machine Learning Researcher,160180,USD,SE,CT,Norway,S,Norway,50,"Linux, Scala, Mathematics, Kubernetes, Tableau",PhD,8,Real Estate,2024-11-06,2025-01-07,1020,6.1,Autonomous Tech,dataset_2
CL023204,AI08204,Principal Data Scientist,52809,USD,EN,PT,South Korea,L,South Korea,0,"Tableau, PyTorch, Git",Bachelor,1,Retail,2024-05-04,2024-05-30,1410,6.8,Autonomous Tech,dataset_2
CL023205,AI08205,Computer Vision Engineer,218360,USD,EX,FT,Norway,M,Norway,0,"Kubernetes, R, AWS, Mathematics, Statistics",Bachelor,12,Healthcare,2025-04-06,2025-04-26,2264,9.8,Digital Transformation LLC,dataset_2
CL023206,AI08206,AI Consultant,99844,EUR,MI,FT,Austria,L,India,0,"Hadoop, TensorFlow, Java, GCP, Docker",Bachelor,2,Retail,2024-07-28,2024-10-05,1801,8.3,Algorithmic Solutions,dataset_2
CL023207,AI08207,AI Research Scientist,191537,SGD,EX,FL,Singapore,L,Ireland,0,"Data Visualization, Hadoop, Computer Vision",Associate,12,Finance,2024-03-25,2024-04-29,928,6.4,Algorithmic Solutions,dataset_2
CL023208,AI08208,Machine Learning Researcher,225775,USD,EX,CT,Israel,M,Israel,0,"Python, Java, Hadoop, GCP, NLP",Bachelor,14,Finance,2024-05-13,2024-06-02,1054,5.5,AI Innovations,dataset_2
CL023209,AI08209,Data Scientist,83618,USD,EN,FL,Finland,L,Finland,0,"TensorFlow, Python, Hadoop, Tableau",Master,0,Automotive,2024-11-14,2025-01-21,1114,8.9,Neural Networks Co,dataset_2
CL023210,AI08210,ML Ops Engineer,167785,EUR,EX,FT,Germany,S,Germany,100,"Git, Deep Learning, Azure",Master,14,Manufacturing,2024-09-30,2024-10-29,1951,8.1,Machine Intelligence Group,dataset_2
CL023211,AI08211,AI Research Scientist,25456,USD,EN,CT,India,S,India,0,"AWS, Mathematics, Python",Bachelor,0,Government,2024-10-05,2024-10-19,1184,6.8,Neural Networks Co,dataset_2
CL023212,AI08212,Data Analyst,109322,USD,SE,CT,South Korea,L,South Korea,50,"Python, SQL, TensorFlow, AWS, Java",PhD,6,Gaming,2024-03-05,2024-05-03,2326,9.2,TechCorp Inc,dataset_2
CL023213,AI08213,AI Architect,100260,USD,SE,FL,Finland,M,Belgium,50,"PyTorch, Hadoop, Docker, Computer Vision",PhD,9,Manufacturing,2024-09-07,2024-10-14,1995,10.0,Smart Analytics,dataset_2
CL023214,AI08214,Data Analyst,111999,USD,SE,PT,Israel,M,Israel,50,"PyTorch, Python, Java, NLP, Hadoop",PhD,5,Automotive,2025-03-02,2025-05-09,833,5.0,AI Innovations,dataset_2
CL023215,AI08215,Robotics Engineer,70798,JPY,EN,FT,Japan,M,Japan,100,"Tableau, TensorFlow, Python",PhD,1,Finance,2024-12-17,2025-01-04,1022,6.7,DataVision Ltd,dataset_2
CL023216,AI08216,Robotics Engineer,75569,AUD,MI,PT,Australia,S,Australia,50,"AWS, PyTorch, SQL",Bachelor,4,Gaming,2025-03-15,2025-05-06,1557,6.9,Neural Networks Co,dataset_2
CL023217,AI08217,Autonomous Systems Engineer,173910,USD,EX,PT,Israel,L,Israel,0,"TensorFlow, Deep Learning, Azure",Master,10,Healthcare,2025-01-18,2025-03-06,1685,5.6,Smart Analytics,dataset_2
CL023218,AI08218,AI Software Engineer,234620,USD,EX,PT,United States,M,United States,50,"Data Visualization, Git, GCP",Master,11,Consulting,2024-03-19,2024-05-30,2246,5.6,TechCorp Inc,dataset_2
CL023219,AI08219,Data Scientist,54313,EUR,EN,FL,Netherlands,S,Netherlands,50,"Azure, R, Scala, SQL, Git",Associate,1,Transportation,2024-04-04,2024-05-14,626,5.5,Predictive Systems,dataset_2
CL023220,AI08220,Machine Learning Engineer,223033,GBP,EX,FL,United Kingdom,S,Mexico,50,"Java, Computer Vision, SQL",Bachelor,14,Telecommunications,2024-05-05,2024-06-16,531,9.2,Autonomous Tech,dataset_2
CL023221,AI08221,ML Ops Engineer,235007,USD,EX,FT,South Korea,L,South Korea,0,"SQL, Kubernetes, NLP",Master,16,Healthcare,2024-10-22,2024-12-18,2222,9.2,TechCorp Inc,dataset_2
CL023222,AI08222,AI Specialist,68349,EUR,EN,PT,Netherlands,S,Netherlands,100,"Docker, NLP, Data Visualization, Linux",Master,0,Finance,2025-04-19,2025-06-14,2333,8.6,Future Systems,dataset_2
CL023223,AI08223,AI Consultant,88924,USD,MI,CT,Israel,L,Israel,100,"SQL, PyTorch, Deep Learning, Azure, AWS",Master,4,Real Estate,2024-03-23,2024-05-25,1368,5.8,Predictive Systems,dataset_2
CL023224,AI08224,AI Specialist,107723,USD,SE,FT,South Korea,L,South Korea,50,"R, Python, Statistics, Spark, GCP",Associate,5,Energy,2025-04-13,2025-06-23,664,8.2,Machine Intelligence Group,dataset_2
CL023225,AI08225,AI Architect,100120,USD,MI,FL,Denmark,S,Denmark,100,"Python, Git, Spark",Associate,4,Technology,2024-02-17,2024-04-07,2445,5.5,Neural Networks Co,dataset_2
CL023226,AI08226,AI Specialist,52959,USD,EN,CT,Israel,S,Israel,50,"Python, Tableau, Git",Master,1,Retail,2024-12-09,2025-01-28,645,5.7,DataVision Ltd,dataset_2
CL023227,AI08227,ML Ops Engineer,88552,EUR,EN,CT,Germany,L,Portugal,50,"MLOps, Tableau, SQL",PhD,0,Consulting,2025-03-02,2025-04-08,1539,5.8,AI Innovations,dataset_2
CL023228,AI08228,AI Research Scientist,152649,CHF,SE,FT,Switzerland,S,Switzerland,0,"Hadoop, Kubernetes, MLOps",Bachelor,6,Transportation,2025-04-20,2025-06-07,963,5.9,Cloud AI Solutions,dataset_2
CL023229,AI08229,Computer Vision Engineer,89988,USD,EX,FL,China,L,China,100,"TensorFlow, Spark, Data Visualization, SQL, Docker",Bachelor,19,Healthcare,2024-12-31,2025-01-23,686,6.8,Algorithmic Solutions,dataset_2
CL023230,AI08230,Principal Data Scientist,91107,USD,MI,PT,United States,S,Japan,0,"R, Data Visualization, Linux",PhD,4,Retail,2025-04-05,2025-04-23,2056,8.4,Digital Transformation LLC,dataset_2
CL023231,AI08231,AI Software Engineer,144476,USD,MI,FT,United States,L,Mexico,100,"Python, SQL, Tableau, Git, Java",Master,2,Manufacturing,2024-11-04,2024-12-02,1950,6.9,Advanced Robotics,dataset_2
CL023232,AI08232,Data Engineer,161347,CHF,SE,PT,Switzerland,M,Switzerland,0,"Data Visualization, Spark, PyTorch, Git, Statistics",Bachelor,6,Telecommunications,2024-11-24,2025-01-11,1879,9.9,DataVision Ltd,dataset_2
CL023233,AI08233,Principal Data Scientist,140235,AUD,EX,FT,Australia,M,Australia,100,"Computer Vision, PyTorch, Tableau",Master,11,Energy,2024-05-27,2024-06-13,2013,9.6,Algorithmic Solutions,dataset_2
CL023234,AI08234,Data Analyst,148219,USD,EX,CT,Sweden,S,Sweden,100,"Java, Azure, Tableau, Python",Associate,16,Manufacturing,2024-10-26,2024-12-31,1949,8.6,Smart Analytics,dataset_2
CL023235,AI08235,AI Architect,105601,SGD,SE,FT,Singapore,S,France,100,"Git, Python, Hadoop",Master,7,Media,2024-01-23,2024-03-30,2256,5.8,AI Innovations,dataset_2
CL023236,AI08236,AI Architect,64809,JPY,EN,CT,Japan,L,Portugal,0,"Docker, R, NLP",Bachelor,1,Technology,2025-01-14,2025-02-15,1701,7.2,Algorithmic Solutions,dataset_2
CL023237,AI08237,Machine Learning Researcher,78106,EUR,EN,FT,Austria,L,Germany,50,"Spark, PyTorch, R, Computer Vision",Master,1,Consulting,2025-04-25,2025-06-26,2113,9.1,Advanced Robotics,dataset_2
CL023238,AI08238,Data Analyst,60250,SGD,EN,FL,Singapore,M,Singapore,100,"SQL, Scala, Kubernetes, Deep Learning",PhD,1,Retail,2025-04-01,2025-05-30,1424,7.3,Cloud AI Solutions,dataset_2
CL023239,AI08239,Machine Learning Researcher,54773,GBP,EN,CT,United Kingdom,S,United Kingdom,100,"SQL, TensorFlow, Computer Vision, Statistics",Bachelor,0,Automotive,2024-02-22,2024-04-25,2397,7.9,TechCorp Inc,dataset_2
CL023240,AI08240,Machine Learning Researcher,111174,USD,EN,FL,Denmark,L,Japan,50,"Data Visualization, Hadoop, Python, R",Master,0,Automotive,2024-08-12,2024-09-08,1329,5.9,Cognitive Computing,dataset_2
CL023241,AI08241,AI Software Engineer,67798,CAD,EN,PT,Canada,L,Malaysia,100,"PyTorch, Python, Docker, Mathematics, SQL",Master,1,Finance,2024-03-10,2024-04-20,631,7.1,Autonomous Tech,dataset_2
CL023242,AI08242,AI Specialist,124429,USD,SE,FT,Sweden,M,Sweden,50,"Python, Data Visualization, SQL, Computer Vision, Hadoop",Associate,5,Finance,2024-11-02,2024-12-03,1318,8.1,DeepTech Ventures,dataset_2
CL023243,AI08243,Deep Learning Engineer,61446,EUR,EN,PT,Austria,S,Austria,50,"Statistics, Git, MLOps, GCP",PhD,0,Real Estate,2024-09-06,2024-09-24,1899,6.2,AI Innovations,dataset_2
CL023244,AI08244,Research Scientist,166025,EUR,EX,CT,Germany,S,Germany,0,"Hadoop, Kubernetes, Git, PyTorch, Linux",PhD,14,Finance,2024-08-11,2024-10-17,782,7.7,Cognitive Computing,dataset_2
CL023245,AI08245,Deep Learning Engineer,200365,AUD,EX,CT,Australia,M,Australia,100,"Java, SQL, Data Visualization",Bachelor,10,Energy,2024-02-02,2024-03-17,1775,5.6,Cognitive Computing,dataset_2
CL023246,AI08246,AI Consultant,68661,USD,EN,CT,Denmark,M,Denmark,0,"Python, Git, TensorFlow, Computer Vision",Master,0,Education,2025-03-26,2025-04-10,1038,6.4,Cognitive Computing,dataset_2
CL023247,AI08247,Research Scientist,128591,USD,MI,CT,United States,L,United States,50,"MLOps, Docker, Data Visualization, PyTorch",Bachelor,2,Government,2024-06-15,2024-08-08,1680,6.5,Predictive Systems,dataset_2
CL023248,AI08248,Machine Learning Researcher,90540,USD,MI,FT,Norway,S,Chile,100,"Data Visualization, R, Python, TensorFlow",Associate,2,Education,2024-11-11,2024-12-27,2176,9.9,Quantum Computing Inc,dataset_2
CL023249,AI08249,AI Software Engineer,98359,USD,MI,FL,United States,M,Spain,100,"Git, AWS, Hadoop, R",Associate,2,Real Estate,2024-10-13,2024-12-22,628,7.9,Cognitive Computing,dataset_2
CL023250,AI08250,Deep Learning Engineer,60172,USD,EN,FT,Finland,M,Finland,50,"Python, Azure, Tableau",Associate,1,Automotive,2024-01-17,2024-02-14,2166,9.6,Cloud AI Solutions,dataset_2
CL023251,AI08251,Data Engineer,59702,USD,MI,CT,South Korea,S,South Korea,0,"Statistics, Data Visualization, AWS, Mathematics, Python",Bachelor,4,Real Estate,2024-06-30,2024-08-30,2287,8.0,AI Innovations,dataset_2
CL023252,AI08252,Research Scientist,231158,USD,EX,CT,United States,M,Belgium,0,"GCP, Java, Hadoop, Scala",Associate,11,Government,2024-09-01,2024-11-09,1335,5.6,Cognitive Computing,dataset_2
CL023253,AI08253,Principal Data Scientist,56253,EUR,EN,PT,France,S,Sweden,0,"Tableau, Git, PyTorch, TensorFlow",Associate,1,Real Estate,2024-08-26,2024-09-26,1976,6.2,Autonomous Tech,dataset_2
CL023254,AI08254,AI Product Manager,66100,USD,EN,PT,Ireland,S,Ireland,100,"Deep Learning, Python, Tableau, Hadoop",Master,1,Government,2024-09-23,2024-11-15,1415,9.7,AI Innovations,dataset_2
CL023255,AI08255,AI Software Engineer,43269,USD,MI,FT,China,M,China,100,"SQL, MLOps, PyTorch, Statistics, Python",Associate,3,Finance,2024-09-20,2024-10-05,2402,8.5,DeepTech Ventures,dataset_2
CL023256,AI08256,AI Software Engineer,87445,SGD,EN,PT,Singapore,L,Singapore,0,"Scala, Python, TensorFlow, AWS, Mathematics",Associate,0,Consulting,2025-01-13,2025-03-16,2260,6.9,Cloud AI Solutions,dataset_2
CL023257,AI08257,Deep Learning Engineer,125861,EUR,SE,FL,Netherlands,L,Netherlands,0,"AWS, Java, Python",Bachelor,9,Technology,2025-02-15,2025-03-06,574,7.0,Machine Intelligence Group,dataset_2
CL023258,AI08258,AI Specialist,218971,GBP,EX,PT,United Kingdom,S,Ukraine,0,"PyTorch, Hadoop, Kubernetes, Azure",Master,14,Telecommunications,2024-08-27,2024-11-07,2328,5.7,AI Innovations,dataset_2
CL023259,AI08259,AI Software Engineer,192168,USD,EX,FL,Ireland,L,Ireland,100,"SQL, Azure, Kubernetes, GCP, NLP",Master,13,Finance,2024-08-18,2024-10-01,1469,7.6,Quantum Computing Inc,dataset_2
CL023260,AI08260,AI Product Manager,159792,EUR,EX,FL,Austria,M,Austria,100,"R, NLP, Data Visualization, Kubernetes",PhD,19,Healthcare,2024-07-01,2024-07-24,576,8.3,AI Innovations,dataset_2
CL023261,AI08261,Autonomous Systems Engineer,228879,EUR,EX,FT,Germany,L,Australia,100,"Tableau, Java, Python",Master,13,Real Estate,2024-12-20,2025-01-12,1732,7.4,Machine Intelligence Group,dataset_2
CL023262,AI08262,AI Product Manager,213850,GBP,EX,FT,United Kingdom,S,United Kingdom,50,"Python, Docker, Hadoop, Statistics",Associate,13,Real Estate,2024-12-05,2025-01-07,1984,6.2,Digital Transformation LLC,dataset_2
CL023263,AI08263,Machine Learning Engineer,161935,USD,EX,CT,Sweden,S,Spain,50,"AWS, Azure, Deep Learning, Python",Bachelor,14,Finance,2025-01-12,2025-02-12,2282,6.1,AI Innovations,dataset_2
CL023264,AI08264,NLP Engineer,46071,USD,EN,FT,Finland,S,Finland,50,"Python, Kubernetes, R",Associate,1,Finance,2024-09-11,2024-11-23,1573,8.8,AI Innovations,dataset_2
CL023265,AI08265,Head of AI,138140,SGD,SE,PT,Singapore,M,Singapore,0,"Python, Statistics, Mathematics",Associate,9,Technology,2024-02-11,2024-03-10,1215,5.5,Advanced Robotics,dataset_2
CL023266,AI08266,NLP Engineer,40218,USD,MI,FT,India,L,India,0,"Deep Learning, Mathematics, Data Visualization",Master,2,Education,2024-01-01,2024-01-23,1620,7.2,Future Systems,dataset_2
CL023267,AI08267,Robotics Engineer,69695,CAD,EN,CT,Canada,L,Canada,0,"Hadoop, Java, Scala, Azure",Associate,1,Media,2024-06-03,2024-06-22,1729,6.4,Autonomous Tech,dataset_2
CL023268,AI08268,Machine Learning Researcher,87123,EUR,MI,PT,Germany,L,Germany,100,"Scala, Data Visualization, Statistics",Associate,4,Energy,2025-03-20,2025-05-13,1316,6.3,Cloud AI Solutions,dataset_2
CL023269,AI08269,Data Engineer,88198,USD,MI,PT,Israel,S,Israel,100,"Spark, PyTorch, Tableau",PhD,3,Energy,2025-01-22,2025-03-21,715,7.3,Smart Analytics,dataset_2
CL023270,AI08270,AI Product Manager,64179,USD,EN,PT,Sweden,S,Sweden,100,"Java, Git, AWS, Linux, Computer Vision",Associate,0,Consulting,2024-07-13,2024-08-11,1398,9.8,DataVision Ltd,dataset_2
CL023271,AI08271,ML Ops Engineer,85336,USD,MI,CT,Ireland,M,Ireland,100,"Kubernetes, TensorFlow, Tableau, MLOps, Data Visualization",Master,4,Manufacturing,2024-11-05,2024-12-23,754,6.4,TechCorp Inc,dataset_2
